LCSC Part,First Category,Second Category,MFR.Part,Package,Solder JointManufacturer,Library Type,Description,Datasheet,Stock,Price
C17656,Resistors,Chip Resistor - Surface Mount,0805W8F3903T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 390kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3903T5E_C17656.pdf,36991,"20-180:0.001535211,200-980:0.001195775,1000-1980:0.001019718,2000-9980:0.000938028,10000-10020:0.000832394,10040-:0.000832394"
C17661,Resistors,Chip Resistor - Surface Mount,0805W8F3001T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 3kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3001T5E_C17661.pdf,482879,"20-180:0.001507042,200-980:0.001173239,1000-1980:0.001000000,2000-9980:0.000921127,10000-10020:0.000816901,10040-:0.000816901"
C17667,Resistors,Chip Resistor - Surface Mount,0805W8F4301T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 4.3kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4301T5E_C17667.pdf,48631,"20-180:0.001507042,200-980:0.001181690,1000-1980:0.001001408,2000-9980:0.000922535,10000-10020:0.000818310,10040-:0.000818310"
C17673,Resistors,Chip Resistor - Surface Mount,0805W8F4701T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 4.7kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4701T5E_C17673.pdf,2098221,"20-180:0.001521127,200-980:0.001195775,1000-1980:0.000997183,2000-9980:0.000918310,10000-10020:0.000814085,10040-:0.000814085"
C17675,Resistors,Chip Resistor - Surface Mount,0805W8F470KT5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±1% ±200ppm/℃ 4.7Ω 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F470KT5E_C17675.pdf,237351,"20-180:0.002394366,200-980:0.001873239,1000-1980:0.001549296,2000-9980:0.001436620,10000-10020:0.001264789,10040-:0.001264789"
C17677,Resistors,Chip Resistor - Surface Mount,0805W8F4991T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 4.99kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4991T5E_C17677.pdf,69293,"20-180:0.001549296,200-980:0.001216901,1000-1980:0.001009859,2000-9980:0.000930986,10000-10020:0.000825352,10040-:0.000825352"
C17695,Resistors,Chip Resistor - Surface Mount,0805W8F4302T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 43kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4302T5E_C17695.pdf,53961,"20-180:0.001507042,200-980:0.001173239,1000-1980:0.001000000,2000-9980:0.000921127,10000-10020:0.000816901,10040-:0.000816901"
C17709,Resistors,Chip Resistor - Surface Mount,0805W8F4703T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 470kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4703T5E_C17709.pdf,178032,"20-180:0.001535211,200-980:0.001214085,1000-1980:0.000998592,2000-9980:0.000919718,10000-10020:0.000815493,10040-:0.000815493"
C17710,Resistors,Chip Resistor - Surface Mount,0805W8F4700T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 470Ω 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4700T5E_C17710.pdf,726315,"20-180:0.001535211,200-980:0.001207042,1000-1980:0.000992958,2000-9980:0.000915493,10000-10020:0.000811268,10040-:0.000811268"
C17713,Resistors,Chip Resistor - Surface Mount,0805W8F4702T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 47kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4702T5E_C17713.pdf,526261,"20-180:0.001521127,200-980:0.001194366,1000-1980:0.001005634,2000-9980:0.000926761,10000-10020:0.000821127,10040-:0.000821127"
C17714,Resistors,Chip Resistor - Surface Mount,0805W8F470JT5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±1% ±200ppm/℃ 47Ω 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F470JT5E_C17714.pdf,296038,"10040-:0.000795775,10000-10020:0.000795775,2000-9980:0.000900000,1000-1980:0.000978873,200-980:0.001188732,20-180:0.001521127"
C17719,Resistors,Chip Resistor - Surface Mount,0805W8F4992T5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 49.9kΩ 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F4992T5E_C17719.pdf,76692,"20-180:0.001535211,200-980:0.001202817,1000-1980:0.001004225,2000-9980:0.000923944,10000-10020:0.000819718,10040-:0.000819718"
C17720,Resistors,Chip Resistor - Surface Mount,0805W8F499JT5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±100ppm/℃ ±1% 49.9Ω 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F499JT5E_C17720.pdf,148224,"20-180:0.001535211,200-980:0.001204225,1000-1980:0.001004225,2000-9980:0.000925352,10000-10020:0.000819718,10040-:0.000819718"
C17724,Resistors,Chip Resistor - Surface Mount,0805W8F510KT5E,0805,2UNI-ROYAL(Uniroyal Elec),base,125mW Thick Film Resistors ±1% ±400ppm/℃ 5.1Ω 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F510KT5E_C17724.pdf,103078,"20-180:0.002239437,200-980:0.001718310,1000-1980:0.001363380,2000-9980:0.001236620,10000-10020:0.001071831,10040-:0.001071831"
